feature,importance
user_segment_Yes Bank_Uttar Pradesh_56+,0.0007390396
user_segment_IndusInd_Karnataka_36-45,0.00069206266
user_segment_Kotak_Gujarat_56+,0.0006860057
user_segment_ICICI_Uttar Pradesh_18-25,0.00067719026
user_segment_ICICI_Gujarat_18-25,0.0006565914
user_segment_Axis_Telangana_56+,0.00064166053
user_segment_IndusInd_West Bengal_18-25,0.0005823048
user_segment_PNB_Gujarat_18-25,0.0005756917
user_segment_IndusInd_Uttar Pradesh_46-55,0.00044200447
user_segment_Axis_Delhi_26-35,0.0004368897
user_segment_Yes Bank_Tamil Nadu_18-25,0.0
user_segment_Yes Bank_Maharashtra_36-45,0.0
user_segment_Kotak_Uttar Pradesh_26-35,0.0
user_segment_Kotak_Telangana_18-25,0.0
user_segment_Kotak_Tamil Nadu_56+,0.0
user_segment_nan,0.0
FLAG_MOBIL,0.0
FLAG_CONT_MOBILE,0.0
user_segment_ICICI_Delhi_36-45,0.0
user_segment_HDFC_West Bengal_26-35,0.0
user_segment_HDFC_Telangana_46-55,0.0
user_segment_ICICI_Uttar Pradesh_26-35,0.0
user_segment_Kotak_West Bengal_46-55,0.0
user_segment_PNB_Delhi_18-25,0.0
user_segment_IndusInd_Karnataka_26-35,0.0
user_segment_ICICI_Karnataka_26-35,0.0
user_segment_ICICI_Maharashtra_46-55,0.0
user_segment_ICICI_Telangana_46-55,0.0
user_segment_IndusInd_Telangana_36-45,0.0
user_segment_IndusInd_Telangana_46-55,0.0
user_segment_IndusInd_Gujarat_56+,0.0
user_segment_IndusInd_Gujarat_46-55,0.0
user_segment_Kotak_Delhi_26-35,0.0
user_segment_Kotak_Andhra Pradesh_56+,0.0
user_segment_Kotak_Delhi_46-55,0.0
user_segment_ICICI_West Bengal_46-55,0.0
ORGANIZATION_TYPE_XNA,0.0
ORGANIZATION_TYPE_Trade: type 5,0.0
user_segment_SBI_Delhi_18-25,0.0
user_segment_PNB_West Bengal_46-55,0.0
user_segment_PNB_Telangana_56+,0.0
user_segment_PNB_West Bengal_18-25,0.0
user_segment_PNB_Rajasthan_18-25,0.0
user_segment_Axis_West Bengal_36-45,0.0
user_segment_Axis_Rajasthan_36-45,0.0
user_segment_Axis_Telangana_46-55,0.0
user_segment_HDFC_Andhra Pradesh_46-55,0.0
user_segment_HDFC_Delhi_18-25,0.0
user_segment_HDFC_Delhi_26-35,0.0
user_segment_HDFC_Gujarat_56+,0.0
user_segment_HDFC_Tamil Nadu_26-35,0.0
user_segment_HDFC_Tamil Nadu_36-45,0.0
user_segment_HDFC_Uttar Pradesh_18-25,0.0
user_segment_HDFC_Telangana_56+,0.0
user_segment_HDFC_Uttar Pradesh_26-35,0.0
user_segment_HDFC_Uttar Pradesh_56+,0.0
ORGANIZATION_TYPE_Trade: type 4,0.0
ORGANIZATION_TYPE_Insurance,0.0
ORGANIZATION_TYPE_Industry: type 10,0.0
WEEKDAY_APPR_PROCESS_START_nan,0.0
user_segment_SBI_Karnataka_18-25,0.0
ORGANIZATION_TYPE_Trade: type 1,0.0
ORGANIZATION_TYPE_Religion,0.0
ORGANIZATION_TYPE_Mobile,0.0
ORGANIZATION_TYPE_Industry: type 8,0.0
ORGANIZATION_TYPE_Industry: type 13,0.0
ORGANIZATION_TYPE_Industry: type 6,0.0
ORGANIZATION_TYPE_nan,0.0
NAME_FAMILY_STATUS_Unknown,0.0
NAME_EDUCATION_TYPE_nan,0.0
user_segment_SBI_Maharashtra_46-55,0.0
user_segment_SBI_Telangana_18-25,0.0
user_segment_SBI_Karnataka_26-35,0.0
ORGANIZATION_TYPE_Cleaning,0.0
user_segment_SBI_Gujarat_56+,0.0
NAME_CONTRACT_TYPE_nan,0.0
FLAG_OWN_CAR_nan,0.0
CODE_GENDER_nan,0.0
CODE_GENDER_XNA,0.0
FLAG_OWN_REALTY_nan,0.0
NAME_TYPE_SUITE_Group of people,0.0
NAME_INCOME_TYPE_Businessman,0.0
NAME_HOUSING_TYPE_nan,0.0
NAME_FAMILY_STATUS_nan,0.0
NAME_INCOME_TYPE_Student,0.0
NAME_INCOME_TYPE_Maternity leave,0.0
FLAG_DOCUMENT_4,0.0
NAME_INCOME_TYPE_nan,0.0
FLAG_DOCUMENT_10,0.0
FLAG_DOCUMENT_12,0.0
FLAG_DOCUMENT_17,0.0
FLAG_DOCUMENT_7,0.0
FLAG_DOCUMENT_19,0.0
FLAG_DOCUMENT_20,0.0
FLAG_DOCUMENT_21,0.0
user_segment_SBI_Uttar Pradesh_56+,0.0
user_segment_Yes Bank_Andhra Pradesh_56+,0.0
user_segment_Yes Bank_Delhi_46-55,0.0
user_segment_Yes Bank_Gujarat_26-35,0.0
user_segment_Yes Bank_Gujarat_46-55,0.0
